351.59,1532
427.31,1532
503.02,1529.5
576.29,1529.5
654.45,1529.5
727.72,1529.5
805.88,1529.5
879.15,1529.5
952.42,1529.5
915.79,1443.1
837.63,1443.1
764.36,1443.1
686.2,1443.1
612.93,1443.1
537.22,1445.6
461.5,1448
388.23,1448
310.07,1448
231.92,1448
161.09,1448
200.17,1359.1
273.44,1359.1
351.59,1361.6
427.31,1361.6
500.58,1359.1
578.74,1359.1
654.45,1359.1
727.72,1359.1
803.44,1359.1
881.59,1359.1
952.42,1359.1
913.35,1270.3
837.63,1272.7
764.36,1272.7
686.2,1272.7
612.93,1272.7
537.22,1275.2
461.5,1272.7
385.79,1272.7
310.07,1275.2
236.8,1275.2
158.65,1275.2
85.373,1272.7
124.45,1188.8
195.28,1188.8
278.32,1186.3
346.71,1188.8
427.31,1188.8
503.02,1186.3
578.74,1186.3
652.01,1186.3
722.84,1186.3
803.44,1186.3
876.71,1186.3
837.63,1099.9
764.36,1099.9
688.65,1099.9
612.93,1099.9
539.66,1099.9
459.06,1099.9
383.35,1099.9
307.63,1099.9
231.92,1102.4
156.2,1102.4
85.373,1099.9
124.45,1018.4
197.72,1018.4
273.44,1018.4
349.15,1015.9
427.31,1015.9
500.58,1013.5
578.74,1015.9
649.57,1013.5
725.28,1013.5
805.88,1013.5
876.71,1013.5
837.63,927.04
761.92,927.04
688.65,927.04
610.49,927.04
532.33,929.51
461.5,927.04
385.79,927.04
307.63,929.51
234.36,929.51
156.2,929.51
80.488,929.51
124.45,843.09
200.17,843.09
273.44,843.09
349.15,843.09
427.31,845.56
503.02,843.09
578.74,843.09
652.01,843.09
727.72,840.62
801,840.62
879.15,840.62
835.19,756.67
759.47,754.2
686.2,754.2
610.49,754.2
534.77,754.2
461.5,754.2
385.79,754.2
312.52,754.2
231.92,754.2
158.65,754.2
85.373,754.2
124.45,670.25
197.72,670.25
275.88,670.25
349.15,670.25
427.31,670.25
503.02,670.25
578.74,670.25
652.01,670.25
730.17,670.25
803.44,670.25
879.15,672.72
837.63,583.83
764.36,583.83
683.76,583.83
612.93,581.36
534.77,581.36
459.06,581.36
385.79,581.36
307.63,581.36
229.47,581.36
156.2,581.36
82.931,581.36
122.01,494.94
200.17,497.41
273.44,497.41
351.59,494.94
427.31,494.94
503.02,497.41
576.29,497.41
649.57,497.41
725.28,494.94
801,497.41
881.59,497.41
837.63,413.46
761.92,406.06
686.2,406.06
612.93,410.99
534.77,410.99
459.06,408.52
385.79,408.52
310.07,408.52
234.36,408.52
158.65,408.52
80.488,408.52
122.01,322.1
200.17,324.57
273.44,324.57
351.59,324.57
424.87,322.1
498.14,324.57
576.29,322.1
652.01,324.57
727.72,322.1
803.44,322.1
876.71,327.04
949.98,327.04
910.9,240.62
835.19,238.15
757.03,238.15
686.2,235.69
610.49,235.69
532.33,235.69
459.06,238.15
385.79,238.15
307.63,238.15
234.36,238.15
156.2,238.15
200.17,154.2
271,154.2
351.59,151.73
429.75,151.73
500.58,154.2
578.74,154.2
654.45,154.2
725.28,154.2
796.11,154.2
876.71,159.14
949.98,156.67
913.35,67.784
835.19,67.784
764.36,67.784
686.2,67.784
608.05,67.784
537.22,65.315
461.5,65.315
383.35,65.315
310.07,65.315
231.92,65.315
